parentTitle,title,url,
步行,中等强度的有氧运动,/synthesis?onto=health&keywords=步行&type=health_yundong&id=5,
何首乌,首乌山楂汤,/synthesis?onto=health&keywords=何首乌&type=health_yaoshan&id=1237,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4055,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4056,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4057,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4058,
肉苁蓉,何首乌丸（《太平圣惠方》）,/synthesis?onto=health&keywords=肉苁蓉&type=health_yaoshan&id=305,
强调适度，不宜过量,强调适度，不宜过量,/synthesis?onto=health&keywords=强调适度，不宜过量&type=health_zhongyiyangshenyuanze&id=20,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2923,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4062,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4063,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4064,
水肿,肺心病,/synthesis?onto=health&keywords=水肿&type=health_zhongyijibing&id=788,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4065,
山药,竹叶粥,/synthesis?onto=health&keywords=山药&type=health_shiwu&id=00000001739,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4060,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4061,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4048,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4049,
气功,呕吐门二法,/synthesis?onto=health&keywords=气功&type=health_qigong&id=65,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4044,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4045,
外治法,热烘法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2125,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4046,
外治法,热烘法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2124,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4047,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2908,
解溪,通里,/synthesis?onto=health&keywords=解溪&type=health_xuewei&id=101,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2909,
脊髓灰质炎,脊髓灰质炎,/synthesis?onto=health&keywords=脊髓灰质炎&type=health_xiyijibing&id=230,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000698,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000699,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000696,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000697,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2911,
迎香,肺俞,/synthesis?onto=health&keywords=迎香&type=health_xuewei&id=137,
外治法,熨引法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2084,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2914,
咳嗽,咳嗽,/synthesis?onto=health&keywords=咳嗽&type=health_jibing&id=930,
其他,肥皂方,/synthesis?onto=health&keywords=其他&type=health_yaowu&id=6230,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4051,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4052,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4053,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4054,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2910,
食疗法,金针菜糖水,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000004813,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4050,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4037,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4038,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4039,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4033,
外治法,热烘法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2137,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4034,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4035,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4036,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2902,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2903,
外治法,吹耳疗法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2904,
痰证,燥痰证,/synthesis?onto=health&keywords=痰证&type=health_zhenghou&id=71,
外治法,熨引法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2096,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4040,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4041,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4042,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4043,
外治法,熨引法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2091,
咳嗽,慢喉瘖,/synthesis?onto=health&keywords=咳嗽&type=health_jibing&id=165,
外治法,热烘法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2147,
血海,太冲,/synthesis?onto=health&keywords=血海&type=health_xuewei&id=297,
外治法,盐熨法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1501,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000678,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000679,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000676,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000677,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000683,
麻子粥,麻子粥③,/synthesis?onto=health&keywords=麻子粥&type=health_shiwu&id=00000006774,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000684,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000681,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000682,
外治法,熨引法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2066,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000680,
肉苁蓉,益寿地仙丸,/synthesis?onto=health&keywords=肉苁蓉&type=health_yaoshan&id=253,
麻疹,小儿艾滋病,/synthesis?onto=health&keywords=麻疹&type=health_jibing&id=142,
张磊,张磊,/synthesis?onto=health&keywords=张磊&type=health_mingjia&id=3,
经验方,经验方（5）,/synthesis?onto=health&keywords=经验方&type=health_yaowu&id=5853,
痨瘵门二法,痨瘵门二法,/synthesis?onto=health&keywords=痨瘵门二法&type=health_qigong&id=71,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4099,
经验方,生发汤,/synthesis?onto=health&keywords=经验方&type=health_yaowu&id=10109,
运动养生,掌握运动养生的要领,/synthesis?onto=health&keywords=运动养生&type=health_zhongyiyangshenyuanze&id=19,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000689,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000687,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000688,
腰椎间盘突出症,颈腰椎间盘病,/synthesis?onto=health&keywords=腰椎间盘突出症&type=health_jibing&id=71,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000685,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000686,
外治法,熨引法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2072,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000694,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000695,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000692,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000693,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000690,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000691,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1496,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1497,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1498,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1499,
感冒,高血压,/synthesis?onto=health&keywords=感冒&type=health_jibing&id=277,
导引法,胀满门四法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=193,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4088,
正骨法,正骨法,/synthesis?onto=health&keywords=正骨法&type=health_anmo&id=134,
鲫鱼羹,③鲫鱼羹,/synthesis?onto=health&keywords=鲫鱼羹&type=health_shiwu&id=00000000799,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4089,
急性白血病,急性白血病,/synthesis?onto=health&keywords=急性白血病&type=health_xiyijibing&id=894,
正骨法,正骨法,/synthesis?onto=health&keywords=正骨法&type=health_anmo&id=132,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000658,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000659,
甘蔗汁,二汁饮①,/synthesis?onto=health&keywords=甘蔗汁&type=health_shiwu&id=00000002160,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000656,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000657,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000654,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000655,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000652,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000653,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000661,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000662,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000660,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4090,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1480,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1481,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1482,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1483,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1484,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4095,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1485,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4096,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1486,
食疗法,胡椒酿红枣,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000005102,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4097,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4098,
气功,中风门六法,/synthesis?onto=health&keywords=气功&type=health_qigong&id=39,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1488,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4091,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1489,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4092,
风疹,风疹,/synthesis?onto=health&keywords=风疹&type=health_xiyijibing&id=234,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4093,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4094,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4077,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4078,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4079,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=99,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=98,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=97,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=96,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=95,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=94,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=93,
导引法,导引行气法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=92,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000672,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1470,
外治法,热烘法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2189,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1473,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4084,
外治法,热烘法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2188,
外治法,刀扎火罐法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1542,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1474,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4085,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1475,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4086,
外治法,热烘法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=2186,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4087,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1477,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4080,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1478,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4081,
外治法,外治法,/synthesis?onto=health&keywords=外治法&type=health_yaowu&id=1479,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4082,
药物法,药物法,/synthesis?onto=health&keywords=药物法&type=health_yaowu&id=4083,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000638,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000639,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000636,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000637,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000634,
养肝保健锻炼法,养肝保健锻炼法,/synthesis?onto=health&keywords=养肝保健锻炼法&type=health_yundong&id=52,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000635,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000632,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000633,
肾系证类,肾系证类,/synthesis?onto=health&keywords=肾系证类&type=health_zhenghou&id=454,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000640,
曲池,陶道,/synthesis?onto=health&keywords=曲池&type=health_xuewei&id=321,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000649,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000647,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000648,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000645,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000646,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000643,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000644,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000641,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000642,
咳嗽,慢喉瘖(慢性喉炎),/synthesis?onto=health&keywords=咳嗽&type=health_jibing&id=444,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000650,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000651,
地机,蠡沟,/synthesis?onto=health&keywords=地机&type=health_xuewei&id=299,
香佩法,香佩法,/synthesis?onto=health&keywords=香佩法&type=health_yaowu&id=3049,
气功,雁行气法,/synthesis?onto=health&keywords=气功&type=health_qigong&id=122,
三间,腕骨,/synthesis?onto=health&keywords=三间&type=health_xuewei&id=109,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000618,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000619,
耳穴,耳穴贴膏法,/synthesis?onto=health&keywords=耳穴&type=health_zhenjiu&id=139,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000616,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000617,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000614,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000615,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000612,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000613,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000610,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000611,
公孙,关元,/synthesis?onto=health&keywords=公孙&type=health_xuewei&id=340,
磁场敷贴法,磁场敷贴法,/synthesis?onto=health&keywords=磁场敷贴法&type=health_zhenjiu&id=263,
其他,外治法,/synthesis?onto=health&keywords=其他&type=health_yaowu&id=1800,
经验方,鸡胆汁黄瓜藤饮,/synthesis?onto=health&keywords=经验方&type=health_shiwu&id=00000004606,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000627,
耳穴,耳穴贴膏法,/synthesis?onto=health&keywords=耳穴&type=health_zhenjiu&id=149,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000625,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000626,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000623,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000624,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000621,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000622,
音乐法,其他,/synthesis?onto=health&keywords=音乐法&type=health_yule&id=37,
音乐法,其他,/synthesis?onto=health&keywords=音乐法&type=health_yule&id=36,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000620,
食疗法,仙人掌茶,/synthesis?onto=health&keywords=食疗法&type=health_yaoshan&id=706,
咳嗽,中风病,/synthesis?onto=health&keywords=咳嗽&type=health_jibing&id=204,
山药,驴肉,/synthesis?onto=health&keywords=山药&type=health_shiwu&id=00000002107,
导引法,诸痔门四法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=234,
山药,驴肉,/synthesis?onto=health&keywords=山药&type=health_shiwu&id=00000002108,
咳嗽,走黄,/synthesis?onto=health&keywords=咳嗽&type=health_jibing&id=237,
药液蒸汽浴法,药液蒸汽浴法,/synthesis?onto=health&keywords=药液蒸汽浴法&type=health_qiju&id=158,
药液蒸汽浴法,药液蒸汽浴法,/synthesis?onto=health&keywords=药液蒸汽浴法&type=health_qiju&id=159,
饥[食]厥,饥[食]厥,/synthesis?onto=health&keywords=饥[食]厥&type=health_zhongyijibing&id=581,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000609,
冯天有,冯天有,/synthesis?onto=health&keywords=冯天有&type=health_mingjia&id=78,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000607,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000608,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000605,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000606,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000603,
导引法,通玄集周天法,/synthesis?onto=health&keywords=导引法&type=health_qigong&id=238,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000604,
中府,行间,/synthesis?onto=health&keywords=中府&type=health_xuewei&id=296,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000601,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000602,
水针法,针灸法,/synthesis?onto=health&keywords=水针法&type=health_zhenjiu&id=211,
食疗法,食疗法,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000000600,
地黄汁,枸杞酒②,/synthesis?onto=health&keywords=地黄汁&type=health_yaoshan&id=1159,
咳嗽,风温肺热病(非重症社区获得性肺炎),/synthesis?onto=health&keywords=咳嗽&type=health_jibing&id=361,
颊车,经渠,/synthesis?onto=health&keywords=颊车&type=health_xuewei&id=8,
药液蒸汽浴法,药液蒸汽浴法,/synthesis?onto=health&keywords=药液蒸汽浴法&type=health_qiju&id=160,
药液蒸汽浴法,药液蒸汽浴法,/synthesis?onto=health&keywords=药液蒸汽浴法&type=health_qiju&id=161,
斑脂翳,斑脂翳,/synthesis?onto=health&keywords=斑脂翳&type=health_zhongyijibing&id=855,
药液蒸汽浴法,药液蒸汽浴法,/synthesis?onto=health&keywords=药液蒸汽浴法&type=health_qiju&id=162,
咳嗽,外感发热,/synthesis?onto=health&keywords=咳嗽&type=health_jibing&id=193,
泄泻,内陷,/synthesis?onto=health&keywords=泄泻&type=health_jibing&id=238,
散步,散步法,/synthesis?onto=health&keywords=散步&type=health_yundong&id=74,
白露,白露,/synthesis?onto=health&keywords=白露&type=health_jieqi&id=93,
耳穴,耳穴贴膏法,/synthesis?onto=health&keywords=耳穴&type=health_zhenjiu&id=171,
金玉,金玉,/synthesis?onto=health&keywords=金玉&type=health_mingjia&id=122,
经期延长,经期延长,/synthesis?onto=health&keywords=经期延长&type=health_jibing&id=858,
合谷,商阳,/synthesis?onto=health&keywords=合谷&type=health_xuewei&id=12,
四白,迎香,/synthesis?onto=health&keywords=四白&type=health_xuewei&id=30,
山药,③山靥粉糊,/synthesis?onto=health&keywords=山药&type=health_shiwu&id=00000008726,
肠易激综合征,肠易激综合征,/synthesis?onto=health&keywords=肠易激综合征&type=health_jibing&id=995,
白露,白露,/synthesis?onto=health&keywords=白露&type=health_jieqi&id=94,
白露,白露,/synthesis?onto=health&keywords=白露&type=health_jieqi&id=95,
肠易激综合征,肠易激综合征,/synthesis?onto=health&keywords=肠易激综合征&type=health_jibing&id=992,
白露,白露,/synthesis?onto=health&keywords=白露&type=health_jieqi&id=96,
地黄汁,白蜜饮,/synthesis?onto=health&keywords=地黄汁&type=health_yaoshan&id=757,
食疗法,牛百叶粥,/synthesis?onto=health&keywords=食疗法&type=health_shiwu&id=00000002922,
